Additive_Name,Chemical_Abstracts_Service_Number,European_Number,Allowed in America,Allowed in Europe
Carvyl Acetate, 97-42-7,,Y,
Carvyl Palmitate, 929222-96-8,,Y,
Carvyl Propionate, 97-45-0,,Y,
Caryophyllene Alcohol, 4586-22-5,,Y,
Caryophyllene Alcohol Acetate, 17622-35-4,,Y,
"Cascara, Bitterless, Extract (Rhamnus Purshiana Dc.)", 977090-83-7,,Y,
"Cascarilla Bark, Extract (Croton Spp.)", 977083-53-6,,Y,
"Cascarilla Bark, Oil (Croton Spp.)", 8007-06-5,,Y,
Casein, 9000-71-9,,Y,
Cassia Buds (Cinnamomum Cassia Blume), 977091-24-9,,Y,
Cassia Gum,,E 427,,Y
"Cassie, Absolute (Acacia Farnesiana (L.) Willd.)", 977017-58-5,,Y,
Castor Oil (Ricinus Communis L.), 8001-79-4,,Y,
"Castoreum, Extract (Castor Spp.)", 8023-83-4,,Y,
"Castoreum, Liquid (Castor Spp.)", 977016-89-9,,Y,
Catalase From Aspergillus Niger, 977031-84-7,,Y,
Catalase From Bovine Liver, 81457-95-6,,Y,
Catalase From Penicillium Notatum, 977090-05-3,,Y,
"Catechu, Black, Extract (Acacia Catechu Willd.)", 8001-76-1,,Y,
"Catechu, Black, Powder (Acacia Catechu Willd.)", 977090-84-8,,Y,
Caustic Sulphite Caramel,,E 150b,,Y
"Cedar Leaf, Oil (Thuja Occidentalis L.)", 8007-20-3,,Y,
Cedarwood Oil Alcohols, 68603-22-5,,Y,
Cedarwood Oil Terpenes, 68608-32-2,,Y,
Cedryl Acetate, 77-54-3,,Y,
Celery Seed (Apium Graveolens L.), 977007-75-2,,Y,
"Celery Seed, Extract (Apium Graveolens L.)", 89997-35-3,,Y,
"Celery Seed, Extract Solid (Apium Graveolens L.)", 977038-53-1,,Y,
"Celery Seed, Oil (Apium Graveolens L.)", 8015-90-5,,Y,
"Celery Seed, Oleoresin", 977090-86-0,,Y,
Cellulase From Trichoderma Longibrachiatum, 977122-87-4,,Y,
Cellulose Acetate, 9004-35-7,,Y,
Cellulose Triacetate, 9012-09-3,,Y,
"Cellulose, Diethylaminoethyl", 9013-34-7,E 460,Y,Y
"Cellulose, Methyl", 9004-67-5,,Y,
"Cellulose, Methyl Ethyl", 9004-59-5,,Y,
"Cellulose, Microcrystalline", 977005-28-9,,Y,
Centaury (Centaurium Umbellatum Gilib.), 977052-77-9,,Y,
"Cereal Solids, Hydrolyzed", 977104-98-5,,Y,
Cetyl Alcohol, 36653-82-4,,Y,
Chamomile Flower (Anthemis Nobilis L.), 977007-26-3,,Y,
Chamomile Flower (Matricaria Chamomilla L.), 977001-96-9,,Y,
"Chamomile Flower, Hungarian, Oil (Matricaria Chamomilla L.)", 8002-66-2,,Y,
"Chamomile Flower, Oil (Anthemis Nobilis L.)", 8015-92-7,,Y,
"Chamomile Flower, Roman, Extract (Anthemis Nobilis L.)", 84649-86-5,,Y,
Char Smoke Flavor, 977102-14-9,,Y,
"Cherry Bark, Wild, Extract (Prunus Serotina Ehrh.)", 84604-07-9,,Y,
"Cherry Laurel, Oil (Prunus Laurocerasus L.) (Ffpa)", 8000-44-0,,Y,
"Cherry Pits, Extract (Prunus Spp.)", 977038-54-2,,Y,
Cherry-Laurel Leaves (Prunus Laurocerasus L.), 977052-78-0,,Y,
Cherry-Laurel Water (Prunus Laurocerasus L.), 977038-56-4,,Y,
Chervil (Anthriscus Cerefolium (L.) Hoffm.), 1338-80-3,,Y,
"Chervil, Extract (Anthriscus Cerefolium L.)", 85085-20-7,,Y,
Chestnut Leaves (Castanea Dentata (Marsh.) Borkh.), 977052-79-1,,Y,
"Chestnut Leaves, Extract (Castanea Dentata (Marsh.) Borkh.)", 977023-21-4,,Y,
"Chestnut Leaves, Extract Solid (Castanea Dentata (Marsh.) Borkh.)", 977038-58-6,,Y,
Chicle (Manilkara Zapotilla Gilly And M. Chicle Gilly), 8021-77-0,,Y,
"Chicle, Venezuelan (Manilkara Williamsii Standley And Related Spp.)", 977081-42-7,,Y,
"Chicory, Extract (Cichorium Intybus L.)", 68650-43-1,,Y,
Chilte (Cnidoscolus (Also Known As Jatropha) Spp.), 977011-40-7,,Y,
Chiquibul (Manilkara Zapotilla Gilly), 977052-58-6,,Y,
Chirata (Swertia Chirata Buch.-Ham.), 977052-80-4,,Y,
"Chirata, Extract (Swertia Chirata Buch.-Ham.)", 90604-50-5,,Y,
Chives (Allium Schoenoprasum L.), 977050-37-5,,Y,
Chlorine, 7782-50-5,,Y,
Chlorine Dioxide, 10049-04-4,926,Y,Y
"Chlorine Solution, Aqueous", 977091-22-7,,Y,
Chlorofluorocarbon 113, 76-13-1,,Y,
Chloroform, 67-66-3,,Y,
Chloromethyl Methyl Ether, 107-30-2,,Y,
Chloropentafluoroethane, 76-15-3,,Y,
Chlorophyll, 1406-65-1,E 140,Y,Y
Cholic Acid, 81-25-4,,Y,
Choline Bitartrate, 87-67-2,,Y,
Choline Chloride, 67-48-1,,Y,
Choline Chloride(Also Includes Choline), 977188-01-4,,Y,
Chrysanthemum Extract, 223748-32-1,,Y,
"Chymosin Preparation, Aspergillus Niger Var. Awamori", 977165-51-7,,Y,
"Chymosin Preparation, Escherichia Coli K-12", 977165-50-6,,Y,
"Chymosin Preparation, Kluyveromyces Marxianus Var. Lactis", 977156-61-8,,Y,
"Cinchona Bark, Red (Cinchona Succirubra Pav. Or Its Hybrids)", 977052-81-5,,Y,
"Cinchona Bark, Red, Extract (Cinchona Succirubra Pav. Or Its Hybrids)", 977038-61-1,,Y,
"Cinchona Bark, Yellow (Cinchona Spp.)", 977052-82-6,,Y,
"Cinchona Bark, Yellow, Extract (Cinchona Spp.)", 977083-24-1,,Y,
"Cinchona, Extract (Cinchona Spp.)", 68990-12-5,,Y,
Cinnamaldehyde, 104-55-2,,Y,
Cinnamaldehyde Ethylene Glycol Acetal, 5660-60-6,,Y,
Cinnamaldehyde Propyleneglycol Acetal, 4353-01-9,,Y,
Cinnamic Acid, 621-82-9,,Y,
Cinnamon (Cinnamomum Spp.), 977000-66-0,,Y,
"Cinnamon Bark Oleoresin, Ceylon, Chinese, Or Saigon (Cinnamomum Spp.)", 977091-23-8,,Y,
"Cinnamon Bark, Extract (Cinnamomum Spp.)", 977038-60-0,,Y,
"Cinnamon Bark, Oil (Cinnamomum Spp.)", 8007-80-5,,Y,
"Cinnamon Leaf Oil, Rectified", 977184-45-4,,Y,
"Cinnamon Leaf, Oil (Cinnamomum Spp.)", 8015-96-1,,Y,
Cinnamyl Acetate, 103-54-8,,Y,
Cinnamyl Alcohol, 104-54-1,,Y,
Cinnamyl Benzoate, 5320-75-2,,Y,
Cinnamyl Butyrate, 103-61-7,,Y,
Cinnamyl Cinnamate, 122-69-0,,Y,
Cinnamyl Formate, 104-65-4,,Y,
Cinnamyl Isobutyrate, 103-59-3,,Y,
Cinnamyl Isovalerate, 140-27-2,,Y,
Cinnamyl Phenylacetate, 7492-65-1,,Y,
Cinnamyl Propionate, 103-56-0,,Y,
Cis- And Trans-2-Heptylcyclopropanecarboxylic Acid, 977187-65-7,,Y,
"Cis- And Trans-2-Isobutyl-4-Methyl-1,3-Dioxolane", 18433-93-7,,Y,
"Cis- And Trans-2-Isopropyl-4-Methyl-1,3-Dioxolane", 67879-60-1,,Y,
Cis- And Trans-5-Ethyl-4-Methyl-2-(2-Butyl)-Thiazoline, 83418-54-6,,Y,
Cis And Trans-5-Ethyl-4-Methyl-2-(2-Methylpropyl)-Thiazoline, 83418-53-5,,Y,
"Cis- And Trans-Ethyl 2,4-Dimethyl-1,3-Dioxolane-2-Acetate", 6290-17-1,,Y,
Cis- And Trans-L-Mercapto-P-Menthan-3-One, 29725-66-4,,Y,
"Cis- And Trans-P-1(7),8-Menthadien-2-Yl Acetate", 15111-97-4,,Y,
"Cis,Cis-3,6-Nonadienyl Acetate", 83334-93-4,,Y,
Cis-2-Nonen-1-Ol, 41453-56-9,,Y,
Cis-2-Octenol, 26001-58-1,,Y,
Cis-3 & Trans-2-Hexenyl Propionate, 977161-97-9,,Y,
Cis-3-Hexen-1-Ol, 928-96-1,,Y,
Cis-3-Hexen-1-Yl Acetate, 3681-71-8,,Y,
Cis-3-Hexenal, 6789-80-6,,Y,
Cis-3-Hexenoic Acid, 1775-43-5,,Y,
Cis-3-Hexenyl Acetoacetate, 84434-20-8,,Y,
Cis-3-Hexenyl Benzoate, 25152-85-6,,Y,
Cis-3-Hexenyl Butyrate, 16491-36-4,,Y,
Cis-3-Hexenyl Cis-3-Hexenoate, 61444-38-0,,Y,
Cis-3-Hexenyl Formate, 33467-73-1,,Y,
Cis-3-Hexenyl Hexanoate, 31501-11-8,,Y,
Cis-3-Hexenyl Lactate, 61931-81-5,,Y,
Cis-3-Nonen-1-Ol, 10340-23-5,,Y,
Cis-3-Nonenyl Acetate, 13049-88-2,,Y,
Cis-3-Octen-1-Ol, 20125-84-2,,Y,
Cis-3-Octenyl Propionate, 94134-03-9,,Y,
Cis-4-Decenol, 57074-37-0,,Y,
Cis-4-Heptenal, 6728-31-0,,Y,
Cis-4-Hexenal, 4634-89-3,,Y,
Cis-4-Octenol, 54393-36-1,,Y,
Cis-5-Isopropenyl-Cis-2-Methylcyclopentan-1-Carboxaldehyde, 55253-28-6,,Y,
Cis-5-Octen-1-Ol, 64275-73-6,,Y,
Cis-5-Octenal, 41547-22-2,,Y,
Cis-5-Octenoic Acid, 41653-97-8,,Y,
Cis-6-Nonen-1-Ol, 35854-86-5,,Y,
Cis-6-Nonenal, 2277-19-2,,Y,
Cis-6-Nonenyl Acetate, 76238-22-7,,Y,
Cis-9-Octadecenyl Acetate, 693-80-1,,Y,
Cis-Carvone Oxide, 18383-49-8,,Y,
Cis-Dihydrocarvone, 3792-53-8,,Y,
Citral, 5392-40-5,,Y,
Citral Diethyl Acetal, 7492-66-2,,Y,
Citral Dimethyl Acetal, 7549-37-3,,Y,
Citral Glyceryl Acetal, 5694-82-6,,Y,
Citral Propylene Glycol Acetal, 10444-50-5,,Y,
Citric Acid, 77-92-9,E 330,Y,Y
Citric Acid Esters Of Mono- And Diglycerides Of Fatty Acids,,E 472c,,Y
Citric And Fatty Acid Esters Of Glycerol, 97593-31-2,,Y,
"Citronella, Oil (Cymbopogon Nardus Rendle)", 8000-29-1,,Y,
Citronellal, 106-23-0,,Y,
Citronelloxyacetaldehyde, 7492-67-3,,Y,
Citronellyl Acetate, 150-84-5,,Y,
Citronellyl Anthranilate, 68555-57-7,,Y,
Citronellyl Butyrate, 141-16-2,,Y,
Citronellyl Formate, 105-85-1,,Y,
Citronellyl Isobutyrate, 97-89-2,,Y,
Citronellyl Phenylacetate, 139-70-8,,Y,
Citronellyl Propionate, 141-14-0,,Y,
Citronellyl Trans-2-Methyl-2-Butenoate, 24717-85-9,,Y,
Citronellyl Valerate, 7540-53-6,,Y,
"Citrus Peels, Extract (Citrus Spp.)", 977038-62-2,,Y,
Citrus Red No. 2, 6358-53-8,,Y,
"Civet, Absolute (Viverra Civetta Schreber And Viverra Zibetha Schreber)", 68916-26-7,,Y,
Clary (Salvia Sclarea L.), 977051-94-7,,Y,
"Clary Sage, Absolute", 8022-75-1,,Y,
"Clary Sage, Concrete", 977183-97-3,,Y,
"Clary, Oil (Salvia Sclarea L.)", 8016-63-5,,Y,
"Clay, Attapulgite", 12174-11-7,,Y,
"Clove Bud, Extract (Eugenia Spp.)", 84961-50-2,,Y,
"Clove Bud, Oil (Eugenia Spp.)", 8000-34-8,,Y,
"Clove Bud, Oleoresin (Eugenia Spp.)", 977017-85-8,,Y,
"Clove Leaf, Oil (Eugenia Spp.)", 8015-97-2,,Y,
"Clove Stem, Oil (Eugenia Spp.)", 8015-98-3,,Y,
Clover (Trifolium Spp.), 977002-83-7,,Y,
Clover Herb Distillate, 977188-84-3,,Y,
"Clover Tops, Red, Extract Solid (Trifolium Pratense L.)", 977038-65-5,,Y,
"Clover, Extract (Trifolium Spp.)", 977070-51-1,,Y,
"Clover, Oil (Trifolium Spp.)", 977042-18-4,,Y,
Cloves (Eugenia Spp.), 977007-79-6,,Y,
"Coca Leaf, Extract (Decocainized) (Erythroxylon Coca Lam.)", 977073-62-3,,Y,
Cochineal Extract (Coccus Cacti L.), 1260-17-9,E 120,Y,Y
"Cocoa Butter Substitute From Coconut Oil, Palm Kernel Oil Or Both Oils", 85665-33-4,,Y,
Cocoa Butter Substitute From Palm Oil, 2190-27-4,,Y,
Cocoa Butter Substitute Primarily From High-Oleic Safflower Or Sunflower Oil, 2846-04-0,,Y,
Cocoa Extract, 84649-99-0,,Y,
Cocoa With Dioctyl Sodium Sulfosuccinate, 977038-67-7,,Y,
Coconut Oil, 8001-31-8,,Y,
"Coconut Oil, Refined", 977082-98-6,,Y,
"Coffee Concentrate, Pure", 977091-25-0,,Y,
Coffee Extract (Coffea Spp.), 84650-00-0,,Y,
"Coffee Extract, Solid", 977091-26-1,,Y,
"Cognac, Green, Oil", 8016-21-5,,Y,
"Cognac, White, Oil", 977050-49-9,,Y,
Collagen, 9007-34-5,,Y,
Combustion Product Gas, 977054-26-4,,Y,
Copaiba (South American Spp. Of Copaifera L.), 8001-61-4,,Y,
"Copaiba, Oil (South American Spp. Of Copaifera L.)", 8013-97-6,,Y,
"Copals, Manila", 9000-42-4,,Y,
"Copper Complexes Of Chlorophylls, Chlorophyllins",,E 141,,Y
Copper Gluconate, 527-09-3,,Y,
Copper Sulfate, 7758-98-7,,Y,
Coriander (Coriandrum Sativum L.), 977007-81-0,,Y,
Coriander Leaf Oil (Coriandrum Sativum L.), 977183-62-2,,Y,
"Coriander, Oil (Coriandrum Sativum L.)", 8008-52-4,,Y,
"Cork, Oak (Quercus Spp.)", 977038-68-8,,Y,
Corn Endosperm Oil, 977010-50-6,,Y,
Corn Gluten, 66071-96-3,,Y,
Corn Mint Oil, 68917-18-0,,Y,
Corn Silk, 977000-79-5,,Y,
Corn Silk Extract (Zea Mays L.), 977071-11-6,,Y,
"Corn Silk, Oil(Zea Mays L.)", 977089-40-9,,Y,
Corn Steep Liquor, 66071-94-1,,Y,
Corn Syrup, 977004-12-8,,Y,
Cornstarch, 977050-51-3,,Y,
"Cornstarch, Waxy", 977050-52-4,,Y,
Costmary (Chrysanthemum Balsamita L.), 977017-86-9,,Y,
"Costus Root, Oil (Saussurea Lappa Clarke)", 8023-88-9,,Y,
"Cottonseed Flour, Defatted", 977100-17-6,,Y,
"Cottonseed Flour, Partially Defatted, Cooked", 977050-54-6,,Y,
"Cottonseed Flour, Partially Defatted, Cooked, Toasted", 977043-77-8,,Y,
"Cottonseed Kernels, Glandless, Raw", 977043-56-3,,Y,
"Cottonseed Kernels, Glandless, Roasted", 977043-78-9,,Y,
Coumarone-Indene Resins, 63393-89-5,,Y,
"Crosslinked Sodium Carboxy Methyl Cellulose, Cross Linked Cellulose Gum",,E 468,,Y
Crown Gum, 9000-15-1,,Y,
Cubeb (Piper Cubeba L. F.), 977000-82-0,,Y,
"Cubeb, Oil (Piper Cubeba L. F.)", 8007-87-2,,Y,
Cubebol, 23445-02-5,,Y,
Cumin (Cuminum Cyminum L.), 977050-55-7,,Y,
"Cumin, Oil (Cuminum Cyminum L.)", 8014-13-9,,Y,
Cuminaldehyde, 122-03-2,,Y,
Cuprous Iodide, 7681-65-4,,Y,
Curcumin,,E 100,,Y
Curdlan, 54724-00-4,,Y,
"Currant Buds, Black, Absolute (Ribes Nigrum L.)", 68606-81-5,,Y,
"Currant Juice, Black", 977038-70-2,,Y,
"Currant Leaves, Black (Ribes Nigrum L.)", 977032-41-9,,Y,
Cyclamates,,E 952,,Y
Cycloheptadeca-9-En-1-One, 542-46-1,,Y,
Cyclohexane, 110-82-7,,Y,
Cyclohexaneacetic Acid, 5292-21-7,,Y,
Cyclohexanecarboxylic Acid, 98-89-5,,Y,
Cyclohexaneethyl Acetate, 21722-83-8,,Y,
Cyclohexanone, 108-94-1,,Y,
Cyclohexanone Diethyl Ketal, 1670-47-9,,Y,
Cyclohexyl Acetate, 622-45-7,,Y,
Cyclohexyl Anthranilate, 7779-16-0,,Y,
Cyclohexyl Butyrate, 1551-44-6,,Y,
Cyclohexyl Cinnamate, 7779-17-1,,Y,
Cyclohexyl Formate, 4351-54-6,,Y,
Cyclohexyl Isovalerate, 7774-44-9,,Y,
Cyclohexyl Propionate, 6222-35-1,,Y,
Cyclohexylamine, 108-91-8,,Y,
Cyclohexylmethyl Pyrazine, 28217-92-7,,Y,
Cycloionone, 5552-30-7,,Y,
Cyclopentanethiol, 1679-07-8,,Y,
Cyclopentanone, 120-92-3,,Y,
Cyclopropanecarboxylic Acid (2-Isopropyl-5-Methyl-Cyclohexyl)-Amide, 977188-03-6,,Y,
Cyclotene Butyrate, 68227-51-0,,Y,
Cyclotene Propionate, 87-55-8,,Y,
"D-2,8-P-Menthadien-1-Ol", 22771-44-4,,Y,
"D-8-P-Menthene-1,2-Epoxide", 203719-54-4,,Y,
Daidai Peel Oil, 977185-28-6,,Y,
Damar Gum (Shorea Dipterocarpaceae), 9000-16-2,,Y,
Damiana Leaves (Turnera Diffusa Willd.), 977000-85-3,,Y,
"Dandelion Root, Extract Solid (Taraxacum Spp.)", 977038-72-4,,Y,
"Dandelion, Fluid Extract (Taraxacum Spp.)", 977038-71-3,,Y,
Davana Oil (Artemesia Pallens Wall.), 8016-03-3,,Y,
D-Camphor, 464-49-3,,Y,
Decalepis Hamiltonii Extract, 853947-36-1,,Y,
Decanal, 112-31-2,,Y,
Decanal Dimethyl Acetal, 7779-41-1,,Y,
Decanal Propyleneglycol Acetal, 5421-12-5,,Y,
Decanoic Acid, 334-48-5,,Y,
Decyl Acetate, 112-17-4,,Y,
Decyl Butyrate, 5454-09-1,,Y,
Decyl Propionate, 5454-19-3,,Y,
Deertongue Solid Extract, 68602-86-8,,Y,
Dehydrated Beets, 977010-48-2,,Y,
Dehydroacetic Acid, 520-45-6,,Y,
Dehydrodihydroionol, 57069-86-0,,Y,
Dehydrodihydroionone, 20483-36-7,,Y,
Dehydromenthofurolactone, 75640-26-5,,Y,
Dehydronootkatone, 5090-63-1,,Y,
Delta-Damascone, 57378-68-4,,Y,
Delta-Decalactone, 705-86-2,,Y,
Delta-Dodecalactone, 713-95-1,,Y,
Delta-Hexadecalactone, 7370-44-7,,Y,
Delta-Hexalactone, 823-22-3,,Y,
Delta-Octadecalactone, 1227-51-6,,Y,
Delta-Octalactone, 698-76-0,,Y,
Delta-Tetradecalactone, 2721-22-4,,Y,
Delta-Tocopherol,,E 309,,Y
Desoxycholic Acid, 83-44-3,,Y,
"Dextrans (Avg M W Less Than 100,000)", 9004-54-0,,Y,
Dextrin, 9004-53-9,,Y,
Dextrose, 50-99-7,,Y,
D-Fenchone, 4695-62-9,,Y,
D-Gluconic Acid, 526-95-4,,Y,
Di-(1-Propenyl)-Sulfide (Mixture Of Isomers), 33922-80-4,,Y,
Di-(Butan-3-One-1-Yl) Sulfide, 40790-04-3,,Y,
Di-2-Furylmethane, 1197-40-6,,Y,
Diacetyl, 431-03-8,,Y,
Diallyl Polysulfides, 72869-75-1,,Y,
Diallyl Trisulfide, 2050-87-5,,Y,
Diamyl Ketone, 927-49-1,,Y,
Diastase From Aspergillus Oryzae, 9001-19-8,,Y,
Diatomaceous Earth, 61790-53-2,,Y,
Dibenzyl Ether, 103-50-4,,Y,
Dibutyl Sebacate, 109-43-3,,Y,
Dichlorodifluoromethane, 75-71-8,,Y,
Dicyclohexyl Disulfide, 2550-40-5,,Y,
Diethanolamide Condensate From Soybean Oil Fatty Acids (C16-C18), 68425-47-8,,Y,
Diethanolamide Condensate From Stripped Coconut Oil Fatty Acids(C10-C18), 977103-82-4,,Y,
Diethyl Disulfide, 110-81-6,,Y,
Diethyl Malate, 7554-12-3,,Y,
Diethyl Malonate, 105-53-3,,Y,
Diethyl Sebacate, 110-40-7,,Y,
Diethyl Succinate, 123-25-1,,Y,
Diethyl Sulfide, 352-93-2,,Y,
Diethyl Tartrate, 87-91-2,,Y,
Diethyl Trisulfide, 3600-24-6,,Y,
Diethylaminoethanol, 100-37-8,,Y,
Diethylene Glycol Distearate, 109-30-8,,Y,
Diethylenetriamine, 111-40-0,,Y,
Diethylenetriamine Crosslinked With Epichlorohydrin, 25085-17-0,,Y,
Difurfuryl Ether, 4437-22-3,,Y,
Digeranyl Ether, 31147-36-1,,Y,
"Dihydro-2,4,6-Trimethyl-4h-1,3,5-Dithiazine", 86241-90-9,,Y,
"Dihydro-2,4,6-Tris(2-Methylpropyl)-4h-1,3,5-Dithiazine", 74595-94-1,,Y,
Dihydro-Alpha-Ionone, 31499-72-6,,Y,
Dihydro-Beta-Ionol, 3293-47-8,,Y,
Dihydro-Beta-Ionone, 17283-81-7,,Y,
Dihydrocarveol, 619-01-2,,Y,
Dihydrocarvyl Acetate, 20777-49-5,,Y,
Dihydrocoumarin, 119-84-6,,Y,
Dihydrogalangal Acetate, 129319-15-9,,Y,
Dihydronootkatone, 20489-53-6,,Y,
Dihydroxyacetone (Dimer), 62147-49-3,,Y,
Dihydroxyacetone (Monomer), 96-26-4,,Y,
Dihydroxyacetophenone, 28631-86-9,,Y,
Diisoamyl Disulfide, 2051-04-9,,Y,
Diisoamyl Trisulfide, 955371-64-9,,Y,
Diisobutyl Adipate, 141-04-8,,Y,
Diisobutyl Ketone, 108-83-8,,Y,
Diisopentyl Thiomalate, 68084-03-7,,Y,
Diisopropyl Adipate, 6938-94-9,,Y,
Diisopropyl Disulfide, 4253-89-8,,Y,
Diisopropyl Trisulfide, 5943-34-0,,Y,
Dilauryl Thiodipropionate, 123-28-4,,Y,
Dill (Anethum Graveolens L.), 977050-60-4,,Y,
Dill Seed Oil(Anethum Sowa Roxb.), 8016-05-5,,Y,
"Dill Seed, Indian (Anethum Spp.)", 977082-99-7,,Y,
"Dill, Oil (Anethum Graveolens L.)", 8006-75-5,,Y,
Dimenthyl Glutarate, 406179-71-3,,Y,
Dimercaptomethane, 6725-64-0,,Y,
Dimethyl Adipate, 627-93-0,,Y,
Dimethyl Dialkyl Ammonium Chloride, 977065-95-4,,Y,
Dimethyl Dicarbonate, 4525-33-1,E 242,Y,Y
Dimethyl Polysiloxane,,E 900,,Y
Dimethyl Succinate, 106-65-0,,Y,
Dimethyl Sulfoxide, 67-68-5,,Y,
Dimethyl Trisulfide, 3658-80-8,,Y,
Dimethylamine, 124-40-3,,Y,
Dimethylamine-Epichlorohydrin Copolymer, 25988-97-0,,Y,
Dimethylbenzyl Carbinyl Crotonate, 93762-34-6,,Y,
Dimethylbenzyl Carbinyl Hexanoate, 891781-90-1,,Y,
Dimethylethanolamine, 108-01-0,,Y,
Dimethylpolysiloxane, 9016-00-6,,Y,
Di-N-Alkyl(C8-C18 From Coconut Oil) Dimethyl Ammonium Chloride, 61789-77-3,,Y,
Dioctyl Adipate, 123-79-5,,Y,
Dioctyl Sodium Sulfosuccinate, 577-11-7,,Y,
Diphenyl Ether, 101-84-8,,Y,
Diphosphates,,E 450,,Y
Dipotassium Guanylate,,E 628,,Y
Dipotassium Inosinate,,E 632,,Y
Dipotassium Phosphate, 7758-11-4,,Y,
Dipropyl Adipate, 106-19-4,,Y,
Dipropyl Trisulfide, 6028-61-1,,Y,
Di-Sec-Butyl Disulfide, 5943-30-6,,Y,
Disodium 5'-Ribonucleotides,,E 635,,Y
Disodium Citrate, 144-33-2,,Y,
Disodium Cyanodithioimidocarbonate, 138-93-2,,Y,
Disodium Ethylenebisdithiocarbamate, 142-59-6,,Y,
Disodium Guanylate, 5550-12-9,E 627,Y,Y
Disodium Inosinate, 4691-65-0,E 631,Y,Y
Disodium Succinate, 150-90-3,,Y,
Distarch Phosphate,,E 1412,,Y
Dittany (Fraxinella) Roots (Dictamnus Albus L.), 977047-65-6,,Y,
Dittany Of Crete (Origanum Dictamnus L.), 977017-92-7,,Y,
Divanillin, 2092-49-1,,Y,
Dl-(3-Amino-3-Carboxypropyl)Dimethylsulfonium Chloride, 3493-12-7,,Y,
Dl-Alanine, 302-72-7,,Y,
Dl-Camphor, 21368-68-3,,Y,
Dl-Citronellol, 106-22-9,,Y,
Dl-Cystine, 923-32-0,,Y,
D-Limonen-10-Ol, 38142-45-9,,Y,
D-Limonene, 5989-27-5,,Y,
Dl-Isoleucine, 443-79-8,,Y,
Dl-Isomenthone, 491-07-6,,Y,
Dl-Limonene, 7705-14-8,,Y,
Dl-Methionine, 59-51-8,,Y,
Dl-Phenylalanine, 150-30-1,,Y,
Dl-Valine, 516-06-3,,Y,
D-Neomenthol, 2216-52-6,,Y,
Dodecanal Dimethyl Acetal, 14620-52-1,,Y,
Dodecyl Butyrate, 3724-61-6,,Y,
Dodecyl Gallate, 1166-52-5,E 312,Y,Y
Dodecyl Isobutyrate, 6624-71-1,,Y,
Dodecyl Lactate, 6283-92-7,,Y,
Dodecyl Propionate, 6221-93-8,,Y,
"Dog Grass, Extract (Agropyron Repens (L.) Beauv.)", 977038-73-5,,Y,
D-Pantothenamide, 7757-97-3,,Y,
D-Pantothenyl Alcohol, 81-13-0,,Y,
D-Piperitone, 6091-50-5,,Y,
"Dragon's Blood, Extract (Daemonorops Spp. Or Other Botanical Sources)", 9000-19-5,,Y,
D-Ribose, 50-69-1,,Y,
Dried Algae Meal, 977010-47-1,,Y,
D-Sorbitol, 50-70-4,,Y,
D-Xylose, 58-86-6,,Y,
"Edta, Calcium Disodium", 62-33-9,,Y,
"Edta, Disodium", 139-33-3,,Y,
"Edta, Disodium Iron", 14729-89-6,,Y,
"Edta, Tetrasodium", 64-02-8,,Y,
Egg White Lysozyme, 12650-88-3,,Y,
Elder Flowers (Sambucus Canadensis L. Or Sambucus Nigra L.), 977002-47-3,,Y,
"Elder Flowers, Extract (Sambucus Canadensis L. Or Sambucus Nigra L.)", 977010-39-1,,Y,
Elder Tree Leaves (Sambucus Nigra L.), 977038-74-6,,Y,
"Elecampane Root, Extract (Inula Helenium L.)", 84012-20-4,,Y,
"Elecampane Root, Oil (Inula Helenium L.)", 1397-83-7,,Y,
"Elemi, Gum", 9000-75-3,,Y,
"Elemi, Oil (Canarium Spp.)", 8023-89-0,,Y,
"Enzymatically Hydrolysed Carboxy Methyl Cellulose, Enzymatically Hydrolysed Cellulose Gum",,E 469,,Y
Enzyme-Modified Fats, 977127-78-8,,Y,
"Enzymes, Bacterial", 977143-80-8,,Y,
"Enzymes, Proteolytic", 9001-92-7,,Y,
Epichlorohydrin Crosslinked With Ammonia, 28551-14-6,,Y,
Epoxyoxophorone, 38284-11-6,,Y,
Epsilon-Decalactone, 5579-78-2,,Y,
Epsilon-Dodecalactone, 16429-21-3,,Y,
"Erigeron, Oil (Erigeron Canadensis L.)", 8007-27-0,,Y,
Erythorbic Acid, 89-65-6,E 315,Y,Y
Erythritol,,E 968,,Y
Erythrosine,,E 127,,Y
Esterase-Lipase From Mucor Miehei, 977032-08-8,,Y,
Estragole, 140-67-0,,Y,
"Ethane-1,1-Dithiol", 69382-62-3,,Y,
"Ethanesulfonic Acid, 2-(1-(Difluoro-((Trifluoroethenyl)Oxy)Methyl)-1,2,2,2-Tetrafluoroethoxy)-1,1,2,2-Tetrafluoro-, Polymer With Tetrafluoroethane", 31175-20-9,,Y,
Ethanethiol, 75-08-1,,Y,
Ethoxyquin, 91-53-2,,Y,
Ethyl (P-Tolyloxy)Acetate, 67028-40-4,,Y,
Ethyl 10-Undecenoate, 692-86-4,,Y,
Ethyl 2-(Methyldithio)Propionate, 23747-43-5,,Y,
Ethyl 2-(Methylthio)Acetate, 4455-13-4,,Y,
"Ethyl 2,4,7-Decatrienoate", 78417-28-4,,Y,
"Ethyl 2,4-Dioxohexanoate", 13246-52-1,,Y,
Ethyl 2-Acetyl-3-Phenylpropionate, 620-79-1,,Y,
